排名,单词,频次,出现卷数,音标,释义,同义词,例句(英),例句(中),词库来源
660,tool,23,16,/tuːl/,n.工具，用具；器械，机床；手段  v.使用工具；用机床装备工厂,instrument / facilities / vehicle / engine / implement,I don’t have the right tools to start fiddling around with the engine.,我没有合适的工具来摆弄发动机。,GaoZhong_2
661,despite,23,17,/dɪ'spaɪt/,prep.不管， 不顾,in spite of / for all that / hate / hatred / contempt,"Liz realized that, despite herself, she cared about Edward.",利兹发现自己不由自主地在乎爱德华。,CET6_3
662,struggle,23,16,/'strʌɡl/,v.搏斗,apply oneself / labor / effort / competition / pain,They had to struggle against all kinds of adversity.,他们不得不同各种困境斗争。,CET4_1
663,operate,23,16,/'ɒpəreɪt/,v.操作；施行手术,run / act / attract / keep / produce,The Lewis family operated a number of boats on the canal.,刘易斯一家在运河上经营着几艘船。,CET4_2
664,participant,23,15,/pɑː'tɪsɪp(ə)nt/,n.参加者,related,an active participant in the negotiations,积极参与谈判的人,CET6_2
665,creativity,23,12,/ˌkri:eɪ'tɪvətɪ/,n.创造力,creative power / originality,artistic creativity,艺术创造力,CET4_1
666,name,23,13,/neɪm/,n.名字；名誉  v.说出,reputation / Bezeichnung / install / constitute / place,Her name is Mandy Wilson.,她的名字是曼迪•威尔逊。,CET4_2
667,topic,23,12,/'tɒpɪk/,n.题目， 论题， 话题,theme / subject / titles / motive,The environment is a popular topic these days.,如今环境是一个热门话题。,CET4_3
668,institution,22,10,/ˌɪnstɪˈtju:ʃn/,n.机构,system / convention,powerful institutions such as world banks,诸如世界银行之类的强大机构,CET6_1
669,hand,22,17,/hænd/,n.手；人手；指针,assistance / craft / aid / index / finger,Steve gripped the steering wheel tightly with both hands.,史蒂夫双手紧握方向盘。,CET4_2
670,promise,22,13,/'prɒmɪs/,n.诺言；指望  v.允诺,wish / hope / pleasure / pledge / vouchsafe,"If you make a promise, you should keep it.",如果你许下一个诺言，你就应该遵守它。,CET4_2
671,collect,22,15,/kə'lekt/,v.收集  v.收款,gather in / assemble / concentrate / mass / crowd,"After 25 years of collecting recipes, she has compiled them into a cookbook.",她搜集了25年食谱，把它们编成一本烹饪书。,CET4_2
672,man,22,15,/mæn/,n.男人；人；人类,person / mankind / boy / humanity / guy,There were two men and a woman in the car.,车上有两男一女。,CET4_2
673,long-term,22,16,/ˌlɒŋ ˈtɜːm/,adj.长期的,,We need a long-term plan.,我们需要一个长期计划。,manual
674,race,22,9,/reɪs/,n.比赛，竞赛，竞争,family / house / genus,"The women's race was won by the only American in the field, Patti Sue Plumer.",女子赛跑被田赛场上惟一的一名美国人帕蒂·休·普卢默赢得了。,CET4_2
675,whole,22,18,/həʊl/,adj.完整的；纯粹的  n.整体；全部,complete / pure / integrated / full / intact,You have your whole life ahead of you!,你有一辈子要过呢！,GaoZhong_2
676,expense,22,17,/ɪk'spens/,n.花费， 消费， 费用； 开支， 业务费用,consumption / losing / price / cost / disadvantage,"He borrowed £150,000 and used the money for legal expenses.",他借了15万英镑用于支付律师费。,CET6_3
677,fund,22,13,/fʌnd/,n.资金，基金；存款  vt.为…提供资金,capital / deposit / saving / invent money in / to invest,The fund was set up to try to save the cathedral.,设立基金以挽救大教堂。,CET6_3
678,charge,22,13,/tʃɑːdʒ/,n.负荷；充电  v.装满,fee / instruction / cost / bidding / word,Leave the battery on charge all night.,让电池充一晚上的电,CET6_2
679,push,22,17,/pʊʃ/,v.推，逼迫  v.推,enhance / drive / boost / press / force,"It didn’t move, so she pushed harder.",它一动不动，因此她加力去推。,CET4_2
680,eye,22,14,/aɪ/,n.眼睛；眼力；鉴赏力,viewpoint / vision / sight / perspective / outlook,He’s got beautiful eyes.,他有一双漂亮的眼睛。,CET4_2
681,feature,22,17,/'fiːtʃə/,n.特征，特色；面貌；特写，专题节目；故事片  vt.突出； 由…主演,person / characteristic / star,Air bags are a standard feature in most new cars.,气囊是大多数新车的标准配置。,CET6_3
682,general,22,15,/'dʒen(ə)r(ə)l/,adj.总的；一般的n将军,ordinary / integrated / synthetic / comprehensive / average,There has been a general decline in standards.,道德水准普遍下降。,CET4_2
683,educational,22,15,/ˌedʒu'keɪʃənl/,adj.教育的， 教育性的,improving / instructional,the educational development of children,儿童的教育发展,CET6_3
684,upon,22,18,/ ə'pɒn /,prep.在…上面,on the basis of / in the light of / onto / toward / up,an honour bestowed upon the association,授予该协会的荣誉,GaoZhong_3
685,strike,22,17,/straɪk/,n.罢工,grasp / beat upon / impact / beat upon / stroke,The government has promised that the army will be called in to help if there is a firemen’s strike.,政府承诺，如消防员罢工，就将调军队来协助。,CET6_1
686,kill,22,14,/kɪl/,v.杀死；扼杀；消磨,drop / offset / strike down / push about / bloodshed,Why did she kill her husband?,她为什么杀死丈夫？,CET4_2
687,detail,22,14,/'diːteɪl/,n.琐碎，小事,specific / minutia / expand on / enlarge on,She told me every detail of her trip.,她把旅行的所有细节都告诉了我。,CET6_2
688,aspect,22,15,/'æspekt/,n.方面,direction / orientation / situation / side / respect,a south-facing aspect,朝南方向,CET6_1
689,although,22,16,/ɔːl'ðəʊ; ɒl-/,conj.尽管，虽然,while / though / as / albeit,"Although in poor health, she continued to carry out her duties.",尽管身体不好，她仍继续执行任务。,CET4_2
690,temperature,22,10,/temprətʃə(r)/,n.温度，体温；热度，发烧,,The temperature of the water was just right for swimming.,这水温游泳正好。,KaoYan_1
691,establish,22,20,/ɪ'stæblɪʃ; e-/,v.使…被接受,build / found / constitute / put / station,He’d already begun to establish quite a reputation as a journalist.,身为记者，他已经声名鹊起。,CET6_2
692,resident,22,10,/ˈrezɪdənt/,n.居民,stationary / liver / dweller / inhabitant,"As one local resident put it in May, ""By day there is government.",正如一位当地居民在五月份对它的描述”白天有政府。,CET6_1
693,travel,22,15,/ 'trævl /,n&vi.旅行,proceed / foot / company / sort / mix,They travelled 200 miles on the first day.,他们第一天行进了200英里。,GaoZhong_3
694,passion,22,6,/'pæʃn/,n.激情， 热情； 酷爱,flame / love / fire / warmth,The issue arouses strong passions .,那件事激起了人们强烈的情绪。,CET6_3
695,south,22,13,/saʊθ/,n.南方，南边；南部  adv.在南方，向南方  adj.南的，南方的,austral,Which way is south?,哪面是南？,KaoYan_2
696,instruction,22,11,/ɪn'strʌkʃən/,n.命令，指示，用法说明,direction / order / bidding / word / charge,Press ‘Enter’ and follow the on-screen instructions.,按回车键，然后按照电脑屏幕上的指示来操作。,CET4_1
697,chance,22,15,/tʃɑːns/,n.机会，机遇；可能性,opportunity / possibility / probability / feasibility / opening,There’s always the chance that something will go wrong.,总有可能会出现问题。,CET4_2
698,visit,22,15,/'vɪzɪt/,v.拜访,stay / call / stop / addressing / inspect,Eric went to Seattle to visit his cousins.,埃里克到西雅图去看望他的表兄弟。,CET6_2
699,schedule,22,15,/'ʃedjuːl/,n.时间表,budget / propose / design / map / make,A tight schedule means we can't delay any longer.,一张紧凑的时间表表明我们不能再耽搁。,CET6_1
700,realize,22,16,/'riːəlaɪz/,v.实现；认识到,come true / accomplish / carry out / fulfill / implement,It took us a while to realize the extent of the tragedy.,我们过了一段时间才意识到这场悲剧有多严重。,CET4_2
701,imagine,21,17,/ɪ'mædʒɪn/,v.想象，设想；料想,picture / think of / think of / suppose,Perhaps she’d never really been there at all – perhaps she’d just imagined it.,可能她从未到过那儿——也许这都是她的幻想。,CET4_2
702,essential,21,17,/ɪ'senʃl/,adj.本质的，必须的,elementary / fundamental / basic / necessary / primary,Window locks are fairly cheap and absolutely essential.,窗锁相当便宜，绝对有必要安装。,CET6_1
703,organization,21,14,/ˌɔːɡənaɪ'zeɪʃn/,n.组织；团体，机构,fabric / machinery / system / community / body,The public expect high standards from any large organization.,公众对任何大型机构都期望很高。,CET4_2
704,air,21,15,/eə/,n.空气；空中；外观,atmosphere / heaven / sky / high / look,Let’s go outside and get some fresh air.,我们出去呼吸些新鲜空气吧。,CET4_2
705,towards,21,16,/tə'wɔːdz; twɔːdz; 'tɔːdz/,prep.用于，有助于,at / unto / for / on / to,The money collected will be put towards repairing the church roof.,募集到的钱款将用于修缮教堂屋顶。,CET6_2
706,decline,21,18,/dɪ'klaɪn/,v.拒绝,reduction / recession / fall / go down / slump,"Offered the position of chairman, Smith declined, preferring to keep his current job.",对担任主席的邀约，史密斯拒绝了，他宁愿留在现在的职位上。,CET6_1
707,clean,21,11,/kliːn/,adj.清洁的；纯洁的,pure / sanitary / do out / rid up / totally,Are your hands clean?,你的手干净吗？,CET4_2
708,unfinished,21,21,/ʌnˈfɪnɪʃt/,adj.未完成的；未结束的,,She left the work unfinished.,她让工作半途而废。,manual
709,solve,21,17,/sɒlv/,v.解决,decide / settle / resolve / do / work out,Charlie thinks money will solve all his problems.,查理认为钱能解决他所有的问题。,CET4_1
710,attend,21,14,/ə'tend/,v.出席；照顾，护理,present oneself / invite / serve / board / mind,Only 12 people attended the meeting.,只有12个人出席了会议。,CET4_2
711,story,21,13,/'stɔːrɪ/,n.故事；小说；新闻报道；来历；假话  vt.用历史故事画装饰  vi.说谎,relation / history / novel / tale / fiction,a book of short stories,短篇小说集,KaoYan_2
712,investment,21,14,/ɪn'ves(t)m(ə)nt/,n.投资，投资额，投入,input / introjection,We plan to buy some property as an investment.,我们打算买些房地产作为投资。,CET4_2
713,fear,21,14,/fɪə/,n.害怕；担心  v.害怕,worry / afraid of / be nervous of / be afraid of / be nervous of,I was sitting on the floor shivering with fear because a bullet had been fired through a window.,我坐在地板上吓得浑身发抖，因为有一颗子弹射穿窗户打了进来。,CET4_2
714,drink,21,12,/drɪŋk/,v.饮  v.喝  n.饮料,eat / absorb / wine / liquor / wine,You should drink plenty of water.,你应该大量喝水。,CET4_2
715,overall,21,17,/'əʊvərɔːl/,adj.总的,entire / all / corporate / total / universal,...the overall rise in unemployment.,…失业人数的总体上升。,CET6_2
716,treat,21,16,/triːt/,v.对待；处理  n.款待,cure / help / arrange / confer with / entertainment,sewage treated so that it can be used as fertilizer,经过处理可用作肥料的污水,CET4_2
717,famous,21,12,/'feɪməs/,adj.著名的，出名的,noted / wonderful / excellent / super / great,a famous actor,著名演员,CET4_2
718,daily,21,20,/'deɪlɪ/,adj.每日的  n.日报,everyday / household / routine / journal / habitually,daily flights to Miami,每日飞往迈阿密的航班,CET4_2
719,voice,21,10,/vɒɪs/,"n.声音;嗓音;发音能力;意见,发言权;语态",organ / sound / dream / throat / put,He recognized her voice instantly.,他立刻听出了她的声音。,KaoYan_1
720,threat,21,17,/θret/,n.威胁,danger / intimidation,Your threats don’t scare me.,你的那些威胁吓不倒我。,CET6_1
721,weight,21,13,/weɪt/,n.重量，重力；负担；砝码；重要性  v.加重量于，使变重,significance / burden / stress / strain / consequence,The average weight of a baby at birth is just over seven pounds.,婴儿的平均出生体重是七磅多一点。,KaoYan_2
722,office,21,15,/'ɒfɪs/,n.办公室；处，局，社,bureaux / government agency,The department occupies an office just a mile from the White House.,该部门就在离白宫一英里远的地方有个办公楼。,CET4_2
723,emotion,21,14,/ɪ'məuʃn/,n.情感， 感情； 激动,mood / will / spirit / affect / feeling,Her voice was full of emotion.,她的声音充满了激情。,CET6_3
724,recently,21,18,/'riːsntlɪ/,adv.最近，新近,newly / new / of late / last,He has recently been promoted to Assistant Manager.,他最近晋升为经理助理。,CET4_2
725,piece,21,16,/piːs/,n.碎片，块  v.拼合,block / mass / cement / joint,Cut off a piece of wood 5 cm in length.,截下一段五厘米长的木头。,CET4_2
726,track,21,16,/træk/,v.追踪  n.轨迹，踪迹,path / railway / tail / trajectory / orbit,Police have been tracking the four criminals all over Central America.,警方一直在中美洲到处追捕这四名罪犯。,CET6_1
727,fuel,21,11,/fjuːəl/,n.燃料，燃料剂  vt.给…加燃料； 刺激,catalyst / elding,Coal is one of the cheapest fuels.,煤是最廉价的燃料之一。,CET6_3
728,absence,21,7,/'æbsəns/,n.缺席， 不在； 缺席的时间， 外出期； 缺乏， 不存在,shortage / deficiency / need / short of / drought,"In the absence of any evidence, the police had to let Myers go.",警察没有证据，只好把迈尔斯放了。,CET6_3
729,bird,21,9,/bɜːd/,n.鸟，禽,apple / customer / fellow / egg / guy,wild birds,野鸟,CET4_2
